company,domain,source_url,content
Concast Pipe Inc - Precast Concrete Products - Home -,concastpipe.com,https://www.concastpipe.com/,"Concast Pipe Inc - Precast Concrete Products - Home - HOME ABOUT PRODUCTS RESOURCES TEAM CAREERS BLOG CONTACT 1.800.668.7473 LEADING THE WAY ABOUT CONCAST CONCAST PROVIDES BIG INNOVATION Leading the way since 1989, Concast has been at the forefront of the precast concrete industry with cost-effective comprehensive infrastructure concrete products. From standard reinforced concrete pipes and catch basins, to box culverts, manholes, and more, we have solutions for you. Our team of in-house engineers can custom design any product for your project needs. WHY CONCAST’S PRECAST PRODUCTS? Precast products offer many different advantages in the infrastructure world including: Significant time savings. Our manufacturing process allows for simultaneous site preparation, speeding up project timelines. Controlled production environment. Our manufacturing environment boosts quality and precision, ensuring consistent performance and strength in our products. Sustainability. Concast’s precast concrete products reduce on-site waste and lower energy use. Safety. Our products enhance safety on construction sites by providing fewer hazards and reducing on-site labour, resulting in a safer work environment. MORE ABOUT US DYNAMIC SOLUTIONS PRODUCTS FULL PRODUCT LINE Our comprehensive product line runs the gamut for precast concrete infrastructure products. From concrete pipes and catch basins, to box culverts and manholes, we have it all. VIEW OUR FULL PRODUCT LINE PERFECT PIPE Concast is the first precast and concrete pipe manufacture in Canada to exclusively offer the PERFECT PIPE system. LEARN MORE ABOUT PERFECT PIPE PRICE LIST We offer competitive pricing and flexible solutions across our entire product line. VIEW COMPLETE PRICE LIST FOR YOUR NEXT PROJECT RESOURCES Need a little help on your next project? We have a library of resources at your fingertips. From our Price List to brochures and videos, we have the tools you need for success. VISIT OUR RESOURCES SECTION PROGRESSIVE PIONEERS TEAM MEET THE CONCAST EXPERTS As pioneers in the precast concrete industry, Concast’s portfolio includes a wide array of innovative products and services. With that, comes a little know-how. Each team member brings years of experience on the cutting-edge of their field; providing their expertise to all projects. Leading the way, they are the reason Concast continues to move forward within the precast world. MEET THE TEAM CONNECT WITH CONCAST CONTACT Contact us today to place your next project on the strongest possible foundations. Please enable JavaScript in your browser to complete this form. Please enable JavaScript in your browser to complete this form. Name * Company * Company Message Email Phone * Email * Comment or Message Submit H OME ABOUT PRODUCTS RESOURCES TEAM CAREERS BLOG CONTACT SOCIAL LINKEDIN INSTAGRAM FACEBOOK CDG COMPANIES DG GROUP CONDRAIN GROUP CONCAST STRADA AGGREGATES STRADA CRUSH DEG SERVICES CROWLE STORMCON HEAD OFFICE 299 Brock Road South Puslinch, ON N0B 2J0 GOOGLEMAPS | WAZE CONTACT P 1.800.668.7473 F 519.763.1956 E sales@concastpipe.com PRIVACY POLICY OUR ACCESSIBILITY PLAN SITEMAP © 2025 Concast. All rights reserved. HOME ABOUT PRODUCTS RESOURCES TEAM CAREERS BLOG CONTACT CDG COMPANIES DG GROUP CONDRAIN GROUP CONCAST STRADA AGGREGATES STRADA CRUSH DEG SERVICES CROWLE STORMCON HEAD OFFICE 299 Brock Road South Puslinch, ON N0B 2J0 GOOGLEMAPS WAZE CONTACT P 1.800.668.7473 F 519.763.1956 E sales@concastpipe.com PRIVACY ACCESSIBILITY SITEMAP © 2025 Concast."
Precast Concrete Products Manufacturers Company in Ontario ...,actonprecast.com,https://actonprecast.com/,
Structural Precast,structuralprecast.com,https://structuralprecast.com/,"Structural Precast Products Projects About News Contact Back Products Products Overview Foundations Precast Concrete Panels Other Precast Products Products Products Products Overview Foundations Precast Concrete Panels Other Precast Products Projects About News Contact Scroll We make better buildings It’s true! Our precast concrete products are custom manufactured, installed rapidly, and proven to deliver more durable and sustainable buildings. Learn more Why choose Structural Precast? Custom-Engineered and Manufactured All our products are expertly engineered to your exact needs and made with the kind of consistent quality you can count on every day. Rapid Installation and Comparable Cost Many of our products install in days, not weeks – all on a predictable schedule. That speeds up your time to revenue at costs comparable to traditional construction. Proven Performance Our products have the strength, durability and insulation rating that meet the highest industry standards. So you and your clients get the best performance possible. Let’s discuss your building needs Contact Us Concrete results for all kinds of builders Residential Our products are used in the suburbs and prairies. We also service home movers and ready-to-move (RTM) manufacturers. Agricultural We deliver our products to Colonies, agricultural and First Nations communities. Commercial Our precast products are perfect fits for commercial builders in both urban and rural areas. Trusted By GET PROJECT ESTIMATE Precast concrete products: the superior option We offer a variety of prefab walls and precast concrete products including foundations and panels. We’re also the only authorized distributor of Superior Walls in Western Canada. Explore our products Learn more about Superior Walls News from our blog Blog — Structural Precast Comparing Precast Concrete Panels: Superiors Walls vs. Precast Insulated Concrete Panels Why Colonies Are Building with Precast Concrete Why More Builders Are Choosing Precast Concrete for Residential Construction Let’s build something together Contact Us Header Why Choose Structural Precast? Banner 2 Concrete Results For All Kinds of Builders Banner 3 Latest Blog CTA Structural Precast Suite 300, 160 Quarry Park Blvd SE, Calgary, Alberta T2C 3G3, Canada 1-844-299-2557 info@structuralprecast.com Hours About Structural Precast Structural Precast serves Western Canadian residential and commercial builders by providing precast concrete products that are custom manufactured, installed rapidly, and proven to deliver more comfortable and sustainable buildings. We are the only authorized distributor of Superior Walls in Alberta. Contact Us 1-844-299-2557 info@structuralprecast.com Suite 300 160 Quarry Park Blvd SE Calgary, AB T2C 3G3 Products | Projects | About | News | Contact Privacy Policy | Terms of Use"
Canadian Precast Ltd.: Precast Concrete Solutions,cancast.ca,https://www.cancast.ca/,"Precast Concrete Solutions | Canadian Precast Ltd. Precast Architectural Insulated Tile Brick Stained Liner Stone Clad Projects Contact 12530 Albion Vaughan Rd Bolton, Ontario L7E 1K7, Canada Telephone 905 951 1400 Fax 905 951 9225 Email stefano@cancast.ca Home Precast Projects About Contact Health & Safety Precast Concrete Solutions For Every Project Learn More > Our Projects Speak For Themselves Discover the work that’s won us the trust and respect of some of the biggest construction companies in Canada. We’ve helped build some of the country’s most iconic buildings. It would be our privilege to help construct yours. Learn More > History Making Exceptional Precast Concrete Since 2007 We’ve been supplying and erecting precast concrete in various forms, for various clients, over many years. Our years providing precast concrete have given us the experience and pedigree other companies can only hope to achieve. Learn More > Precast Choose The Product You Need To Realize Your Vision Architectural Bring your most sophisticated plans to life. Insulated Built to maximize your building’s energy efficiency. Tile Brick Beautiful, cost effective, and adaptable. Stained Liner Preserve the beauty of your project. Stone Clad Add texture, depth, and sophistication to any structure. “Canadian Precast Ltd. provided exceptional service along with stellar precast concrete.” Get In Touch > Approved. Certified. Trusted. Canadian Precast has been prequalified by CSA Group Testing and Certification Inc. as a manufacturing facility of concrete products under the CSA Precast Concrete Products Certification Program in accordance with CSA Standard A23.4-16, Precast Concrete Materials and Construction, in the following categories: ‍ Group A1 – Architectural precast concrete products. Group CA1 – Commercial (structural) conventionally reinforced precast concrete products with architectural finishes. Group S – Standard products: Palin or reinforced concrete elements, without architectural finishes, that are not included in other categories. Follow Us @cancast.td 12530 Albion Vaughan Rd Bolton, Ontario L7E 1K7, Canada Telephone 905 951 1400 Fax 905 951 9225 Email stefano@cancast.ca Precast Projects About Contact Health & Safety Back To Top All rights reserved, Canadian Precast Limited."
Producer Members,cpci.ca,https://www.cpci.ca/en/members/producer,"Canadian Precast Concrete Institute About Members Precast Solutions Resources Education Sustainabilty About Us CPCI Producer members produce the majority of precast concrete manufactured in Canada and have the facilities, the people, the products and the desire to contribute to the planning and completion of your next project. Precast Concrete Builds on ... Accelerated Building/Bridge Construction (ABC) More Meet the Team Executive Officers & Board of Directors National Committees & Regional Chapters News and Events National Precast Day Industry Careers AEC Industry Awards Member Awards & Anniversary Publications Imagineering Magazine Members CPCI Members have the facilities, the people, the products and the desire to make a meaningful contribution to the planning and completion of your next project. Members Become a Member Producer Associate Supporting Professional Student Affiliate Precast Solutions Few building materials available today offer the economy, flexibility and reliability of precast prestressed concrete. The scope of applications is exceptional. More Products and Systems Total Precast, Walls, Parking ... Applications Residential, Commercial, Industrial ... Resources Project of the Month highlights projects that promote the use of precast concrete. Project of the Month Design Best Practice Guides Technical Publications & Reports Specifications Precast Plant Certification Software Education CPCI’s mission is to be the body of knowledge for precast and prestressed concrete in Canada and to educate, advocate and raise awareness with key decision makers on the outstanding attributes of precast concrete products and systems. All CPCI Education Continuing Education Precast Presentations / Tours Webinars Learn on Demand Student and Professor Scholarships Student Design Competition Precast Studios Guest Lectures/Plant Tours Resources Become Student Member Precast Sustainability CPCI is a leader in sustainable development in the Canadian construction industry and is committed to defining, educating, and driving a more resilient climate ready Canada. More Environmental Product Declarations (EPDs) Net Zero Roadmap Resilient Structures Sustainable Precast Projects Resources EN | FR High performing building encolusres Precast Concrete Builds On... CPCI is the Premier Authority on precast and prestressed concrete in Canada. We lead the way toward a sustainably built environment by advocating the attributes of precast concrete products, systems, and services. We spearhead the development of environmentally sound and sustainable practices in the design, procurement, production, transportation, and erection of precast concrete and we educate construction professionals at every step along the way. Search Annual Sponsors Thank you to the 2024-2025 CPCI Annual Sponsors Canadian Precast/Prestressed Concrete Institute The inherent benefits of precast prestressed concrete make it the best choice for many projects. Structural strength provides long clear spans. Fast production, delivery and erection saves time and money. The creative dimensions of shape, texture, colour and pattern produce attractive buildings. Durability means unsurpassed low maintenance and life-time cost effectiveness. Learn more Learn on Demand Courses Precast Presentations Imagineering Magazine Precast Certification CPCI Technical Publications Project of the Month Never miss an update! Subcribe to our newsletter Enter your email Subscribe Shaping the skyline of Canada for over 60 years. The Canadian Precast/Prestressed Concrete Institute is the prime source of technical information about precast prestressed concrete in Canada. PO Box 24058 Hazeldean, Ottawa Ontario, Canada  K2M 2C3 Tel: (613)232.2619 Canadian Precast Prestressed Concrete Institute, 2025. All rights reserved CONTACT US"
Coldstream Concrete | Precast Concrete Company Ontario,coldstreamconcrete.com,https://coldstreamconcrete.com/,
PCL Construction Services,pcl.com,https://www.pcl.com/us/en,"PCL Construction The flexibility to mobilize the right people to deliver unique solutions, an unwavering focus to delivering value to your business bottom line; and the capability to leverage innovation to meet emerging challenges and keep you at the fore. This is PCL. As a company that is 100 percent employee-owned, we collaborate and innovate to help our partners thrive. Our culture of ownership drives your success Whether you are in the buildings, civil, or industrial market, partnering with PCL means you're gaining a proven, reliable and trusted full-service partner with a mobile network of more than 5,200 employees, experts and seasoned professionals across Canada, the United States, Australia and the Caribbean. From advanced digital construction technologies to innovative offsite modular manufacturing, to the cutting edge of sustainable construction, we lead the industry as we have for more than 100 years. We leverage the expertise from this vast experience to help our clients and partners build lasting legacies."
Concrete Restoration & Protection Services in Canada & the ...,vector-construction.com,https://www.vector-construction.com/,"Concrete Restoration & Protection Services in Canada & the USA Use javascript to get the most from this site. CONTACT US About Mission Safety Industry Associations Lunch and Learn News Services Concrete Repair Concrete Protection Corrosion Control Grouting and Injection Structural Strengthening Post-Tensioning Repair Geospray Pipe and Culvert Lining Market Sectors Commercial / Public Transportation Industrial Water / Wastewater Power Generation Careers Offices Edmonton, AB Winnipeg, MB Fargo, ND Cedar Rapids, IA Decatur, IL Contact Vector joins Structural Group LEARN MORE → Concrete Restoration & Concrete Protection ACROSS Canada and the USA Vector Construction is a trusted concrete preservation contractor with a robust presence across North America. Backed by over 50 years of industry expertise, we specialize in providing advanced concrete repair and protection solutions that enhance structural integrity and ensure long-lasting performance. Our team is dedicated to delivering tailored solutions to address the specific challenges of each project, from corrosion management to structural restoration, always maintaining the highest standards of safety, efficiency, and service. We utilize state-of-the-art technology and proven methodologies to offer effective, sustainable concrete restoration and protection services that meet the needs of commercial, industrial, and infrastructure sectors throughout Canada and the United States. SUSTAINABILITY COMMITMENT At Vector Construction, we believe in making a positive environmental impact through sustainable practices. Concrete preservation not only extends the life of infrastructure but also helps reduce waste and lower energy consumption compared to traditional demolition and rebuilding methods. By opting for restoration over replacement, we help clients minimize downtime, reduce costs, and support a cleaner, more sustainable future. Our solutions are designed to be cost-effective, reducing unnecessary disruptions and providing long-term value by increasing the durability and strength of concrete structures across diverse industries. Contact Vector Construction for all your Concrete Restoration and Protection needs. VECTOR CONSTRUCTION With locations throughout the US and Canada, we are positioned to provide you with outstanding service. OFFICES Edmonton, Alberta Winnipeg, Manitoba Fargo, North Dakota Cedar Rapids, Iowa Decatur, Illinois quick links Home About Services Market Sectors Careers Contact Legal Terms of Use Privacy Policy Copyright 2025 © Vector Construction | Site Map Web Design By Cityline Websites"
Construction | Lafarge Canada,lafarge.ca,https://www.lafarge.ca/en/lafarge-construction,"Sustainable Building Solutions Canada | Concrete & Cement | Lafarge Skip to main content CANADA Contact News Blog Careers Digital en fr About Us About Us Leadership Partnerships Progress Institute Progress Institute Recycled Aggregates Locations Products Products Cement Cement Portland Cement Specialty Products Supplementary Cementitious Materials Sustainable Solutions Concrete/Ready Mix Concrete/Ready Mix Decorative Concrete ECOPact Performance Concretes Sustainable Concrete Solutions Concrete Products Concrete Products Pipe Precast Aggregates Aggregates Excess Soil Management Services Specialized Aggregates Sustainable Solutions Standard Aggregates Asphalt Asphalt Asphalt Products Liquid Asphalt Technical Specifications Technical Specifications EPDs: Environmental Product Declarations Safety Data Sheets Sustainability Sustainability Climate Action People and Communities People and Communities Human Rights Supporting Our Communities Circular Economy Sustainable Products and Solutions Sustainable Products and Solutions ECOPlanet ECOPact OneCem Innovation Innovation Research & Development Research & Development Health and Safety Innovation & Training Centre (ITC) – Toronto Technical Data and Reports Construction Construction What We Do What We Do General Contracting Subcontracting Design-Build Major Projects Alternative Finance and Procurement Projects Our Commitment Our Commitment Health and Safety Sustainability Innovation Human Rights Industry Partnerships Sectors Our Projects Construction Locations CANADA About Us About Us Leadership Partnerships Progress Institute Progress Institute Recycled Aggregates Locations Products Products Cement Cement Portland Cement Specialty Products Supplementary Cementitious Materials Sustainable Solutions Concrete/Ready Mix Concrete/Ready Mix Decorative Concrete ECOPact Performance Concretes Sustainable Concrete Solutions Concrete Products Concrete Products Pipe Precast Aggregates Aggregates Excess Soil Management Services Specialized Aggregates Sustainable Solutions Standard Aggregates Asphalt Asphalt Asphalt Products Liquid Asphalt Technical Specifications Technical Specifications EPDs: Environmental Product Declarations Safety Data Sheets Sustainability Sustainability Climate Action People and Communities People and Communities Human Rights Supporting Our Communities Circular Economy Sustainable Products and Solutions Sustainable Products and Solutions ECOPlanet ECOPact OneCem Innovation Innovation Research & Development Research & Development Health and Safety Innovation & Training Centre (ITC) – Toronto Technical Data and Reports Construction Construction What We Do What We Do General Contracting Subcontracting Design-Build Major Projects Alternative Finance and Procurement Projects Our Commitment Our Commitment Health and Safety Sustainability Innovation Human Rights Industry Partnerships Sectors Our Projects Construction Locations Contact News Blog Careers Digital SUSTAINABLE BUILDING SOLUTIONS Building progress for people and the planet. View Products Contact Us WHO WE ARE Lafarge is at the forefront of Green Growth, leading Canadian construction in innovative, sustainable building solutions. We are decarbonizing the building process from start to finish with a clear purpose: build greener cities with less so that our people and communities can continue to thrive. Our Vision Our Leadership ECOPact, THE GREEN CONCRETE ECOPact is the world’s broadest range of green concrete, delivering 100% performance with up to 90% less CO 2 . Discover More Download Brochure 1 SUSTAINABLE SOLUTIONS 2 WHO WE ARE 3 ECOPact, THE GREEN CONCRETE Building Progress for People and the Planet. Lafarge is at the forefront of Green Growth, leading Canadian construction with innovative, sustainable building solutions. We are dedicated to decarbonizing building end-to-end, aligning with our purpose to build progress for people and the planet. EXPLORE OUR STORY What We Do We're making buildings sustainable from foundation to rooftop. Our sustainable building products, from Portland cement to low-carbon concrete, are helping build greener cities one project at a time. Cement Cement With leading market positions around the globe, our specialty cements enable sustainable building and infrastructure. We offer the world’s broadest range of green cement, ECOPlanet, delivering low-carbon and circular benefits with no compromise on performance. Concrete Concrete As the green concrete company we offer the world’s broadest range of low-carbon and circular concrete with ECOPact, available in all regions of the world, making sustainable construction happen at scale. Aggregates Aggregates Our range of aggregates, from sustainably sourced materials to recycled construction & demolition waste, provide the raw materials for concrete, masonry and asphalt, as well as the foundation for buildings, roads and landfills. Solutions & Products Solutions & Products With a growing portfolio, our specialty building soluti"
Bird Construction,bird.ca,https://www.bird.ca/,"Bird Construction Who We Are Safety History Senior Leadership Board of Directors Purpose & Values Diversity, Equity & Inclusion Governance & Whistleblower What We Do BIM/VDC Civil Infrastructure Services Delivery Models Equity Fabrication Future Energy Industrial Maintenance Mass Timber Modular & Offsite Solutions Pre-Construction Services Quality Self-Perform Special Projects Sustainable Design and Construction Technology The Centre for Building Performance Indigenous Relations Project Experience News Sustainability Careers Campus Connect Investors Contact Us FR Who We Are Safety History Senior Leadership Board of Directors Purpose & Values Diversity, Equity & Inclusion Governance & Whistleblower What We Do BIM/VDC Civil Infrastructure Services Delivery Models Equity Fabrication Future Energy Industrial Maintenance Mass Timber Modular & Offsite Solutions Pre-Construction Services Quality Self-Perform Special Projects Sustainable Design and Construction Technology The Centre for Building Performance Indigenous Relations Project Experience News Sustainability Careers Campus Connect Investors Contact Us FR Find the content you need Search Read the full press release Read More Powering Canada’s future with industrial solutions We handle everything from industrial construction to maintenance, ensuring safety, budget adherence, and timely completion. Our full suite of self-perform work powers Canada’s economy and drives progress, always innovating to meet our clients' evolving needs. Read More Building a community From healthcare facilities to data centres, we build the foundation for communities across the country. With over a century of experience, we've delivered some of Canada’s most prominent institutional, commercial, retail, and multi-tenant facilities. Read More Connecting Canada from coast to coast to coast We have extensive civil and structural construction capabilities vital for infrastructure projects, with a proven history of delivering civil infrastructure across Canada’s power, mining, transportation, and utilities markets for both public and private sector clients. Read More We put safety first Regardless of your role in a project, your safety is our top priority. Our comprehensive Health, Safety, and Environment (HSE) principles represent a collective commitment to ensure everyone returns from work as healthy and safe as when they arrived. We embrace continuous learning and understand that mistakes can occur – what’s important is the ability to fail safely. Read More Where greatness grows We believe greatness comes from within. Join our diverse team of over 6,000 professionals and write your own story. With us, you'll unlock your potential, build lasting relationships, and make a meaningful impact in the communities where we live and work. 100 Years of Building Canada Bird Construction has been providing construction services to a long list of new and repeat clients since 1920. We have now joined forces with Stuart Olson to further broaden our scope and service offering for clients including leading firms in the commercial, institutional, retail, multi-tenant residential, industrial, mining, water and wastewater, energy, renewables, nuclear, and civil sectors. Tradition of Trust Through dedication, collaboration, customer satisfaction, and value creation, Bird has become a premier Canadian builder driven by passion and fueled by a team of committed professionals. What We Do 0+ Years building Canada 0+ Employees 0 Offices in 18 cities across Canada 0+ Active projects across Canada Investor Relations Built on a Strong Foundation Bird is a well-respected builder in the Canadian construction industry focused on growth, diversification, and profitability. Publicly traded for over 70 years, we focus on executing challenging projects that take advantage of the technical strength of the company and our talented employees in order to generate superior and sustainable financial performance. Invest With Bird News View All News Bird Completes Acquisition of Jacob Bros Construction Bird is pleased to communicate that the previously announced transaction to acquire Jacob Bros Construction has been successfully completed. Jacob Bros specializes in civil infrastructure construction across a wide array of projects, such as airports, seaports, rail, bridges and structures, earthworks, energy projects, and utilities. Additionally, Jacob Bros delivers expertise in building construction, focusing on smaller, specialized projects that require innovative, purpose-built, custom solutions, leveraging a suite of comprehensive services such as pre-construction, design-build, construction management, and general contracting. Their strong market reputation, highly skilled team, and proven track record for delivering complex projects to sophisticated, long-term client, is rooted in their strong, people-first culture. By joining forces, Bird will offer enhanced opportunities to expand infrastructure services across Canada and"
Civil Construction,servcocanada.com,https://servcocanada.com/civil-construction/,
Civil Construction - Complex Concrete Works,tceont.com,https://tceont.com/what-we-do/civil-construction/,"Triple Crown Enterprises (TCE) | General Contractors Hamilton and GTA Skip to content (905) 540-1630 | info@tceont.com Search for: Toggle Navigation ABOUT US About Us About Us Who we are ISO 9001:2015 and COR™ Certified constructors.  We focus on building strong relationships based on integrity, respect, safety, and reliability. Reliable Constructors What we do We provide construction, maintenance, and renovation services for the Industrial, Commercial, and Institutional sectors, for projects of any size. Construction Services Home Health + Safety Quality Control News/Blog Current Bid Opportunities Service Provider Prequalification Downloads Who We Are What We Do Health + Safety Quality Control News/Blog Current Bid Opportunities Service Provider Prequalification Downloads EXPERTISE Expertise Expertise Civil/Structural Our Civil construction group skillfully executes complicated foundation work and formwork.  The more complex the pour, the better suited we are. Learn more Metal Fabrication Our metal and iron work specialists design, build, and erect custom steel fabrications of all sizes and specifications across Southern Ontario. Learn more Civil Construction Metal Fabrication AREAS SERVED Areas Served Areas Served Providing exceptional civil, structural, and electrical installations, complex concrete pours and formwork, general construction works, and custom metal fabrications across Southern Ontario and the Greater Toronto Area. View all areas Brampton Burlington Guelph Hamilton Kitchener-Waterloo Mississauga Oakville Oshawa St. Catharines-Niagara Toronto Brampton Burlington Guelph Hamilton Kitchener-Waterloo Mississauga Oakville Oshawa St. Catharines-Niagara Toronto PROJECTS CAREERS CONTACT Search for: Triple Crown Enterprises (TCE) Admin 2024-11-13T16:08:29-05:00 ISO 9001:2015 Registered | COR™ Certified Heavy Industrial Expertise ISO 9001:2015 Registered | COR™ Certified ISO 9001:2015 Registered / COR™ Certified Constructors About Us Contact Providing exceptional construction services to Southern Ontario since 1994. Triple Crown Enterprises (TCE) provides civil, structural, and electrical installation, complex concrete pours and formwork, general construction works, and custom metal fabrications.  Each of our divisions also regularly act as sub-contractors to other general contractors. Who we are What we do ISO 9001:2015 Registered and COR™ Certified Constructors Based in Hamilton, Ontario, we have been providing our clients across the Greater Toronto Area with exceptional construction solutions for over 30 years. Construction Expertise Civil We specialize in executing complicated foundations and intricate concrete work. Fabrication Designing, building, and erecting custom steel fabrications of all sizes and specifications. Projects Industrial, Institutional, and Commercial construction projects across Southern Ontario. View Our Work GENERAL CONTRACTORS Providing exceptional construction services to Southern Ontario since 1994. ISO 9001:2015 Registered | COR™ Certified ISO 9001:2015 Registered | COR™ Certified ISO 9001:2015 Registered + COR™ Certified Constructors Triple Crown Enterprises (TCE) provides civil and structural installation and general construction works, as well as custom metal fabrications. Each of our divisions also regularly act as sub-contractors to other general contractors. Based in Hamilton, Ontario, we have been providing our clients across the Greater Toronto Area with exceptional construction solutions for over 30 years. WHO WE ARE WHAT WE DO WHO WE ARE WHAT WE DO CIVIL CIVIL CONSTRUCTION We specialize in executing complicated foundations and intricate concrete work. Learn More FABRICATION METAL FABRICATION Designing, building, and erecting custom steel fabrications of all sizes and specifications. Learn More Areas Served We provide safe, reliable construction services to industries all across Southern Ontario. Brampton Burlington Guelph Hamilton Kitchener/Waterloo Mississauga Oakville Oshawa St. Catharines-Niagara Toronto News Celebrating 25 years in business Careers Join our team Alliances Contact Us Contact Us Building rock-solid relationships through trust, commitment, and excellence.  We would love to help with your next project! ADDRESS Triple Crown Enterprises Ltd. 665 Parkdale Ave. N Hamilton ON  L8H 5Z1 Contact 1-905-540-1630 info@tceont.com Contact Us Triple Crown Enterprises Ltd.  |  665 Parkdale Ave. N  |  Hamilton ON  |  L8H 5Z1 Contact Us Connect Send Message Thank you for your message. It has been sent. × There was an error trying to send your message. Please try again later. × × How can we help with your project? Name (required) Email (required) Subject Message Δ × Close About Us Home Who We Are What We Do Areas Served Quality Control Health + Safety Our Work Careers News Contact Us Expertise Civil/Structural Metal Fabrication Resources Current Bid Opportunities Subcontractor Prequalifications Downloads Accessibility: Policies, Terms & Conditions Partner Compani"
Dufferin Construction: Home,dufferinconstruction.com,https://dufferinconstruction.com/,"Home - Dufferin Construction 1.866.322.2003 Resource Centre Our Expertise Roadways Bridges Highways Interchanges Tunnels Infrastructure Airports Marine Municipal Rail Site Development Commercial/Industrial Environmental Rehab Landfills Residential Asphalt Materials Asphalt Asphalt Cement Construction Services Aggregate Recycling Asphalt Paving Concrete Paving Project Management Snow Removal Slipstone Granular Sealing & Tack Coat Surface Treatment Projects Alternative Delivery Model About Us Community History Safety Environment Careers Contact Us Close Search Type in the search bar above. We work for an ideal. For a shared vision of an innovative, sustainable and prosperous future. With a group of people that stands united, working together as one, towards a common goal. What we do Play the full video Delivering Innovation Every Step of the Way Dufferin Construction Company is a full service contractor and industry leader, with the people, expertise and financial strength to execute and deliver both large and small projects successfully. We have earned our reputation as one of the most experienced, innovative and quality-driven contractors in Canada, with over 100 years of service in the civil construction industry. Roadways We are an innovative industry leader who has built a strong reputation for quality and safety. Read More Infrastructure We have played a significant role in building transportation infrastructure in Ontario since 1912 and our geographic reach now extends through Western Canada, making us a Canadian leader in this field. Read More Site Development As a sole destination service provider, we work closely with our customers from the early stages of design through to the ribbon-cutting of their new land development. Read More Asphalt Materials The quality of our construction services is supported by efficient and innovative manufacturing operations which meet the highest standards of environmental protection. Read More Construction Services The quality of our construction services is supported by efficient and innovative manufacturing operations which meet the highest standards of environmental protection. Read More Alternative Delivery Model Dufferin Construction is always looking for opportunities to work with new partners that will complement our expertise and help us win projects. Read More Featured Project Highway. 3 Grand River Bridge Replacement The Project consists of the replacement of the Highway 3 Grand River Bridge located just west of Cayuga, Ontario. The existing bridge is a five span steel truss with concrete deck, piers and abutments. Read more Discover more projects Our people are the foundation of our strategy Dufferin Construction not only provides a competitive compensation and benefits package, we also offer a wide range of added benefits making this a highly attractive place to work for our employees and those starting their careers. Job Openings & Application Dufferin Construction offers a wide range of job opportunities in the field or in the office, in Operations, Estimating, Health & Safety and Quality Control, as well as in Human Resources, Finance, or Procurement. APPLY NOW Building Careers Dufferin Construction prides itself on building careers. Solid growth opportunities are available that provide progression from entry level to Senior Management positions. GET STARTED Student/New Graduates Dufferin Construction is always seeking to hire numerous students and new graduates for full-time positions in their respective study. LEARN MORE Demonstration at CRH Facilities – Ontario Superior Court Grants Injunction After a court hearing held on Friday, March 25, 2022, Madam Justice Mills of the Ontario Superior Court of Justice granted an interlocutory injunction to restrain any protesters from blocking, preventing, or interfering the access to and from CRH facilities (see Schedule A of the Order). The injunction restrains protesters from encouraging, inducing, or importuning any other person to block, prevent the access to CRH facilities. The injunction also restrains any protesters from threatening, harassing or intimidating any other persons for the purpose of inducing them not to enter or leave the CRH facilities. Finally, it restrains any protesters from causing, or inducing or encouraging others to cause, physical damage to CRH property or the property of any persons who wish to do business with CRH or to enter or leave any CRH facilities. Ontario Superior Court Order Locations across Ontario Founded in 1912, Dufferin Construction Company has expanded to locations all over Ontario. Select a location or use the search below to find an Office or Concrete Paving and Asphalt Plant nearest to you. Find a Location Your Asphalt Supply We are one of Ontario’s largest hot-mix asphalt producers and widely regarded as an industry leader in providing asphalt construction services to Southern Ontario. Through our network of seven strategically located asphalt batch plants we pr"
